,Article_ID,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,correct_doi,length,contains_doi,path
3191,10-23986_afsci-60516,29,29,Tomasz Niemiec,https://orcid.org/0000-0001-5838-042X,https://doi.org/10.23986/afsci.60516,"Nutritive value and meat quality of domestic cattle (bos taurus), zubron (bos taurus × bison bonasus) and European bison (bison bonasus) meat",2017,Agricultural and Food Science,Tomasz_Niemiec_9,False,11.0,False,D:\data\ranking\pdfs\v1-1\10-23986_afsci-60516.pdf
3194,10-24335_s15q-vj45,70,70,Kalina Kosacka,https://orcid.org/0000-0002-5783-3332,https://doi.org/10.24335/s15q-vj45,Osobowościowe uwarunkowania dynamiki wypowiedzi o emocjach,2021,Logopedia 50-1 2021,Kalina_Kosacka_1,False,19.0,False,D:\data\ranking\pdfs\v1-1\10-24335_s15q-vj45.pdf
3206,10-24425_ppb-2019-126022,3,3,Łukasz Baka,https://orcid.org/0000-0003-1173-9874,https://doi.org/10.24425/ppb.2019.126022,Can job control be counterproductive? The moderation effect of the Dark Triad and job control on job stressor – counterproductive work behavior link,2019,Polish Psychological Bulletin,Łukasz_Baka_4,False,17.0,False,D:\data\ranking\pdfs\v1-1\10-24425_ppb-2019-126022.pdf
3264,10-26565_2225-7756-2021-71-09,135,135,Svitlana Symonenko,https://orcid.org/0000-0001-5491-6637,https://doi.org/10.26565/2225-7756-2021-71-09,Structural-Integrated 3D Model of a Teacher-Organizer Professional Identity in Conditions of Recreation Institution,2021-12-27,Visnyk of V. N. Karazin Kharkiv National University. A Series of Psychology,Svitlana_Symonenko_1,False,11.0,True,D:\data\ranking\pdfs\v1-1\10-26565_2225-7756-2021-71-09.pdf
3269,10-26881_maes-2019-1-11,186,186,Agnieszka Magdalena Fanslau,https://orcid.org/0000-0002-3081-3235,https://doi.org/10.26881/maes.2019.1.11,Do good old philosophical values work today? Polish students' value priorities in 2006 and 2017 - a comparative study,2019,Miscellanea Anthropologica et Sociologica,Agnieszka_Magdalena_Fanslau_4,False,12.0,False,D:\data\ranking\pdfs\v1-1\10-26881_maes-2019-1-11.pdf
3292,10-31261_ijrel-2018-5-2-04,230,230,Elżbieta Anna Sanecka,https://orcid.org/0000-0003-3401-2782,https://doi.org/10.31261/ijrel.2018.5.2.04,"Procrastination in Blended Learning The Role of General Self-efficacy, and Active and Passive Procrastination",2019,International Journal of Research in E-learning,Elżbieta_Anna_Sanecka_4,False,74.0,False,D:\data\ranking\pdfs\v1-1\10-31261_ijrel-2018-5-2-04.pdf
3317,10-32614_rj-2021-062,52,52,Giuseppe Leonardi,https://orcid.org/0000-0003-0159-4851,https://doi.org/10.32614/rj-2021-062,Unidimensional and Multidimensional Methods for Recurrence Quantification Analysis with crqa,2021,The R Journal,Giuseppe_Leonardi_1,False,19.0,False,D:\data\ranking\pdfs\v1-1\10-32614_rj-2021-062.pdf
3324,10-32872_spb-v14i1-33507,153,153,Eugenia Mandal,https://orcid.org/0000-0003-1125-1756,https://doi.org/10.32872/spb.v14i1.33507,Contingencies of Self-Worth and Global Self-Esteem Among College Women: The Role of Masculine and Feminine Traits Endorsement,2019-11-13,Social Psychological Bulletin,Eugenia_Mandal_7,False,31.0,True,D:\data\ranking\pdfs\v1-1\10-32872_spb-v14i1-33507.pdf
3331,10-33119_sd-2018-1-1,216,216,Monika Anna Mynarska,https://orcid.org/0000-0002-9702-6009,https://doi.org/10.33119/sd.2018.1.1,"Niepotrzebna formalność czy brak zaangażowania – jak postrzegane są motywy par, które nie decydują się na związek małżeński?",2018-07-09,Studia Demograficzne,Monika_Anna_Mynarska_11,False,16.0,False,D:\data\ranking\pdfs\v1-1\10-33119_sd-2018-1-1.pdf
3332,10-33119_sd-2018-2-2,215,215,Monika Anna Mynarska,https://orcid.org/0000-0002-9702-6009,https://doi.org/10.33119/sd.2018.2.2,Short-term fertility intentions and their realisation in Poland,2018-12-03,Studia Demograficzne,Monika_Anna_Mynarska_10,False,12.0,False,D:\data\ranking\pdfs\v1-1\10-33119_sd-2018-2-2.pdf
3335,10-3389_conf-fnins-2018-95-00056,606,609,Pamela Villar Gonzalez,https://orcid.org/0000-0002-7987-1380,https://doi.org/10.3389/conf.fnins.2018.95.00056,Relationship between cerebral amyloid burden and cerebral microstructure measured by quantitative MRI in healthy aging,2018,Frontiers in Neuroscience,Pamela_Villar_Gonzalez_5,False,3.0,True,D:\data\ranking\pdfs\v1-1\10-3389_conf-fnins-2018-95-00056.pdf
3429,10-34766_fetr-v1i37-43,320,320,Maria Ryś,https://orcid.org/0000-0003-4287-1261,https://doi.org/10.34766/fetr.v1i37.43,Psychologiczne aspekty dojrzałości młodych do małżeństwa. Skala Dojrzałości Psychicznej do Małżeństwa SKALDOM II,2019-03-30,Kwartalnik Naukowy Fides et Ratio,Maria_Ryś_12,False,26.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v1i37-43.pdf
3430,10-34766_fetr-v1i37-44,16,16,Natalia Czyżowska,https://orcid.org/0000-0003-2597-5608,https://doi.org/10.34766/fetr.v1i37.44,Związek intymny szansą na dobre życie osób w okresie wyłaniającej się dorosłości,2019-03-30,Quarterly Journal Fides et Ratio,Natalia_Czyżowska_9,False,18.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v1i37-44.pdf
3431,10-34766_fetr-v1i37-61,429,429,Waldemar Tomasz Woźniak,https://orcid.org/0000-0003-1560-6489,https://doi.org/10.34766/fetr.v1i37.61,Profil psychospołeczny wychowanków zakładów poprawczych w kontekście programowania oddziaływań resocjalizacyjnych,2019-03-30,Kwartalnik Naukowy Fides et Ratio,Waldemar_Tomasz_Woźniak_5,False,11.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v1i37-61.pdf
3432,10-34766_fetr-v2i38-82,15,15,Natalia Czyżowska,https://orcid.org/0000-0003-2597-5608,https://doi.org/10.34766/fetr.v2i38.82,Komunikacja zorientowana na pacjenta – ważny element wysokiej jakości opieki,2019-06-30,Kwartalnik Naukowy Fides et Ratio,Natalia_Czyżowska_8,False,9.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v2i38-82.pdf
3433,10-34766_fetr-v2i38-85,115,115,Joanna Edyta Świderska,https://orcid.org/0000-0001-7439-2973,https://doi.org/10.34766/fetr.v2i38.85,Okazywanie czułości między rodzicami i dziećmi - w narracjach dzieci chorujących na białaczkę,01/08/2019,Kwartalnik Naukowy Fides et Ratio,Joanna_Edyta_Świderska_3,False,26.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v2i38-85.pdf
3434,10-34766_fetr-v2i38-87,428,428,Waldemar Tomasz Woźniak,https://orcid.org/0000-0003-1560-6489,https://doi.org/10.34766/fetr.v2i38.87,Czynniki sprawcze zaburzonej komunikacji wśród więźniów,2019-06-30,Kwartalnik Naukowy Fides et Ratio,Waldemar_Tomasz_Woźniak_4,False,8.0,False,D:\data\ranking\pdfs\v1-1\10-34766_fetr-v2i38-87.pdf
3460,10-35765_hw-2168,55,55,Irmina Barbara Rostek,https://orcid.org/0000-0002-8254-8867,https://doi.org/10.35765/hw.2168,Editorial: Daily life during a pandemic,2021-10-26,Horyzonty Wychowania,Irmina_Barbara_Rostek_1,False,1.0,False,D:\data\ranking\pdfs\v1-1\10-35765_hw-2168.pdf
3464,10-35808_ersj_1669,160,160,Jolanta Kowal,https://orcid.org/0000-0002-6241-9603,https://doi.org/10.35808/ersj/1669,Innovation Capability Development in Regional Entrepreneurship: The Case of Economies in Transition,2020-11-01,EUROPEAN RESEARCH STUDIES JOURNAL,Jolanta_Kowal_1,False,27.0,False,D:\data\ranking\pdfs\v1-1\10-35808_ersj_1669.pdf
3465,10-35841_psychology-cognition-2-1-17-20,304,304,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,https://doi.org/10.35841/psychology-cognition.2.1.17-20,The role of tomatis sound therapy in the treatment of difficulties in reading in children with developmental dyslexia.,2017,Journal of Psychology and Cognition,Michał_Ziarko_19,False,4.0,False,D:\data\ranking\pdfs\v1-1\10-35841_psychology-cognition-2-1-17-20.pdf
3466,10-35923_jes-2018-2-05,13,13,Danuta Bogumiła Borecka-Biernat,https://orcid.org/0000-0003-1401-9821,https://doi.org/10.35923/jes.2018.2.05,Aggressive Coping Strategy in Situations of Social Conflict. An Attempt to Determine Personality Predictor,2018,Journal of Educational Sciences,Danuta_Bogumiła_Borecka-Biernat_11,False,16.0,False,D:\data\ranking\pdfs\v1-1\10-35923_jes-2018-2-05.pdf
3470,10-36906_2311-4444_19-1_01,94,94,Hanna Liberska,https://orcid.org/0000-0003-4323-2090,https://doi.org/10.36906/2311-4444/19-1/01,Principle of cultural conformity in professional teacher training,2019-03-20,Bulletin of Nizhnevartovsk State University,Hanna_Liberska_4,False,6.0,False,D:\data\ranking\pdfs\v1-1\10-36906_2311-4444_19-1_01.pdf
3477,10-4324_9781003053620,123,123,Katarzyna Kucharska,https://orcid.org/0000-0002-6130-0520,https://doi.org/10.4324/9781003053620,Sustainable Development Goals and the Catholic Church,2020-10-12,Health care as a personal and social asset.,Katarzyna_Kucharska_9,False,52.0,False,D:\data\ranking\pdfs\v1-1\10-4324_9781003053620.pdf
3510,10-4467_20843879pr-20-015-12270,34,34,Kamil Jezierski,https://orcid.org/0000-0001-6935-4710,https://doi.org/10.4467/20843879pr.20.015.12270,"Recenzja książki: R. J. Sternberg & J. Glück (Eds.) (2019), The Cambridge handbook of wisdom. Cambridge University Press",2020,Psychologia Rozwojowa,Kamil_Jezierski_1,False,4.0,True,D:\data\ranking\pdfs\v1-1\10-4467_20843879pr-20-015-12270.pdf
3527,10-4467_25439561-np-18-037-9875,222,222,Aleksandra Parobkiewicz-Jasielska,https://orcid.org/0000-0001-7874-5086,https://doi.org/10.4467/25439561.np.18.037.9875,Pakiet zadań wymagających stosowania wiedzy o emocjach podstawowych-prezentacja narzędzia pomiarowego WE06,2018,Niepełnosprawność. Półrocznik naukowy,Aleksandra_Parobkiewicz-Jasielska_17,False,24.0,False,D:\data\ranking\pdfs\v1-1\10-4467_25439561-np-18-037-9875.pdf
3528,10-4467_25439561-np-19-038-12281,77,77,Marta Justyna Kucharska-Hauk,https://orcid.org/0000-0002-5004-7275,https://doi.org/10.4467/25439561.np.19.038.12281,Doświadczanie ciąży z wadą wrodzoną a więź matki z dzieckiem prenatalnym,2019,Niepełnosprawność. Dyskursy pedagogiki specjalnej,Marta_Justyna_Kucharska-Hauk_3,False,15.0,False,D:\data\ranking\pdfs\v1-1\10-4467_25439561-np-19-038-12281.pdf
3529,10-4467_25442554-mbk-17-004-7651,241,241,Magdalena Iwanowska,https://orcid.org/0000-0002-0878-9523,https://doi.org/10.4467/25442554.mbk.17.004.7651,"Projekt ""Zrozumieć Sierpień"" jako przykład wdrożenia koncepcji audience development",2017,Media - Biznes - Kultura. Dziennikarstwo i komunikacja spoleczna,Magdalena_Iwanowska_5,False,12.0,False,D:\data\ranking\pdfs\v1-1\10-4467_25442554-mbk-17-004-7651.pdf
3532,10-4992_pacjpa-81-0_2b-008,482,482,Magdalena Żemojtel-Piotrowska,https://orcid.org/0000-0002-8017-8014,https://doi.org/10.4992/pacjpa.81.0_2b-008,Interdependent Happiness and Flourishing,2017-09,The Proceedings of the Annual Convention of the Japanese Psychological Association,Magdalena_Żemojtel-Piotrowska_38,False,1.0,False,D:\data\ranking\pdfs\v1-1\10-4992_pacjpa-81-0_2b-008.pdf
3533,10-4992_pacjpa-83-0_1d-016,462,462,Magdalena Żemojtel-Piotrowska,https://orcid.org/0000-0002-8017-8014,https://doi.org/10.4992/pacjpa.83.0_1d-016,Hedonic and transcendental dimensions of well-being: Three country comparison.,2019-09-11,The Proceedings of the Annual Convention of the Japanese Psychological Association,Magdalena_Żemojtel-Piotrowska_18,False,1.0,False,D:\data\ranking\pdfs\v1-1\10-4992_pacjpa-83-0_1d-016.pdf
3539,10-5114_aoms_128102,2,2,Jarosław Bogaczewicz,https://orcid.org/0000-0002-6728-8198,https://doi.org/10.5114/aoms/128102,Interplay between IL-17 family members and angiogenic cytokines in subjects with systemic sclerosis.,2021-03-21,Archives of Medical Science,Jarosław_Bogaczewicz_2,False,27.0,False,D:\data\ranking\pdfs\v1-1\10-5114_aoms_128102.pdf
3570,10-5114_ppn-2019-92485,120,120,Paulina Michalska,https://orcid.org/0000-0003-2179-0307,https://doi.org/10.5114/ppn.2019.92485,Type D personality and post-traumatic stress symptoms in adolescents - the mediating role of resilience = Osobowość typu D a objawy zespołu stresu pourazowego u młodzieży - mediacyjna rola prężności,2019,Postępy Psychiatrii i Neurologii,Paulina_Michalska_8,False,10.0,True,D:\data\ranking\pdfs\v1-1\10-5114_ppn-2019-92485.pdf
3585,10-5603_psych-2020-0002,147,147,Janina Jolanta Ogińska-Bulik,https://orcid.org/0000-0001-8868-407X,https://doi.org/10.5603/psych.2020.0002,Negatywne i pozytywne konsekwencje ekspozycji na traumę u studentów obcokrajowców studiujących na Uniwersytecie Łódzkim = Negative and positive consequences of trauma exposure in foreign students studying at the University of Łodz,2020,Psychiatria,Janina_Jolanta_Ogińska-Bulik_10,False,9.0,False,D:\data\ranking\pdfs\v1-1\10-5603_psych-2020-0002.pdf
3587,10-5604_01-3001-0010-5589,366,366,Marta Łockiewicz,https://orcid.org/0000-0002-7461-8503,https://doi.org/10.5604/01.3001.0010.5589,"Polish as L1, English as L2: the linguistic transfer impact on Second Language Acquisition stemming from the interlingual differences: implications for young learners education",2017,Issues in Early Education,Marta_Łockiewicz_17,False,9.0,False,D:\data\ranking\pdfs\v1-1\10-5604_01-3001-0010-5589.pdf
3608,10-6007_ijarbss_v8-i3_3940,70,70,Jarosław Grobelny,https://orcid.org/0000-0003-4296-402X,https://doi.org/10.6007/ijarbss/v8-i3/3940,Narrative Gamification as a Method of Increasing Sales Performance: A Field Experimental Study,2018-04,International Journal of Academic Research in Business and Social Sciences,Jarosław_Grobelny_6,False,13.0,True,D:\data\ranking\pdfs\v1-1\10-6007_ijarbss_v8-i3_3940.pdf
3898,10-1037_amp0000666,463,463,Marta Jackowska,https://orcid.org/0000-0002-2930-0483,https://doi.org/10.1037/amp0000666,Optimism Versus Pessimism as Predictors of Physical Health: A Comprehensive Reanalysis of Dispositional Optimism Research,2020-09-24,American Psychologist,Marta_Jackowska_1,False,65.0,False,D:\data\ranking\pdfs\v1-2\10-1037_amp0000666.pdf
3899,10-1037_hea0000728,842,842,Ralf Schwarzer,https://orcid.org/0000-0002-0069-3826,https://doi.org/10.1037/hea0000728,A meta-analysis of the health action process approach.,2019-07,Health Psychology,Ralf_Schwarzer_10,False,71.0,True,D:\data\ranking\pdfs\v1-2\10-1037_hea0000728.pdf
3925,10-13075_ijomeh-1896-01406,192,192,Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/ijomeh.1896.01406,The severity of work-related stress and an assessment of the areas of worklife in the service sector,2019,International Journal of Occupational Medicine and Environmental Health,Agata_Chudzicka-Czupała_7,False,16.0,True,D:\data\ranking\pdfs\v1-2\10-13075_ijomeh-1896-01406.pdf
3933,10-1371_journal-pone-0241464,233,233,Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0241464,Anxiety as a mediator of relationships between perceptions of the threat of COVID-19 and coping behaviors during the onset of the pandemic in Poland,2020-10-30,PLOS ONE,Marzena_Aneta_Cypryańska-Nezlek_4,False,16.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0241464.pdf
3934,10-1371_journal-pone-0243056,190,190,Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0243056,Work safety climate. Comparison of selected occupational groups,2020,PLoS ONE,Agata_Chudzicka-Czupała_5,False,19.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0243056.pdf
3935,10-1371_journal-pone-0247814,648,648,Błażej Stanisław Mroziński,https://orcid.org/0000-0002-5423-2291 ,https://doi.org/10.1371/journal.pone.0247814,Opposite associations of collective narcissism and in-group satisfaction with intergroup aggression via belief in the hedonistic function of revenge,2021-03-10,PLoS ONE,Błażej_Stanisław_Mroziński_1,False,12.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0247814.pdf
3936,10-1371_journal-pone-0253145,188,188,Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0253145,Relationships between work ethic and motivation to work from the point of view of the self-determination theory,2021-07-01,PLOS ONE,Agata_Chudzicka-Czupała_3,False,17.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0253145.pdf
3937,10-1371_journal-pone-0253729,948,948,Jerzy Stefan Trzebiński,https://orcid.org/0000-0003-3948-1676,https://doi.org/10.1371/journal.pone.0253729,The impact of the narrative mindset on effectivity in social problem solving,2021-07-01,PLOS ONE,Jerzy_Stefan_Trzebiński_1,False,25.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0253729.pdf
3938,10-1371_journal-pone-0254163,762,762,Konrad Marcin Piotrowski,https://orcid.org/0000-0001-9752-510X ,https://doi.org/10.1371/journal.pone.0254163,How many parents regret having children and how it is linked to their personality and health: Two studies with national samples in Poland,2021-07-21,PLOS ONE,Konrad_Marcin_Piotrowski_2,False,25.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0254163.pdf
3939,10-1371_journal-pone-0255491,511,511,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.1371/journal.pone.0255491,Changes in values and well-being amidst the COVID-19 pandemic in Poland,2021-09-15,PLOS ONE,Maciej_Kościelniak_1,False,14.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0255491.pdf
3940,10-1371_journal-pone-0261384,1084,1084,Mariusz Zięba,https://orcid.org/0000-0002-3492-2236,https://doi.org/10.1371/journal.pone.0261384,The role of social connection on the experience of COVID-19 related post-traumatic growth and stress,2021-12-15,PLOS ONE,Mariusz_Zięba_2,False,26.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0261384.pdf
3941,10-1371_journal-pone-0261648,277,277,Dariusz Antoni Doliński,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1371/journal.pone.0261648,Active pro-vaccine and anti-vaccine groups: Their group identities and attitudes toward science ,2021-12-30,PLOS ONE,Dariusz_Antoni_Doliński_7,False,15.0,False,D:\data\ranking\pdfs\v1-2\10-1371_journal-pone-0261648.pdf
3944,10-14691_CPPJ-24-3-627,43,43,Jakub Aleksander Filipkowski,https://orcid.org/0000-0002-1801-8001,https://doi.org/10.14691/CPPJ.24.3.627,"Motywacja osiągnięć, ciemna triada i zaangażowanie w pracę jako korelaty zachowań kontrproduktywnych",unrecovered,Czasopismo Psychologiczne / Psychological Journal,Jakub_Aleksander_Filipkowski_6,False,14.0,True,D:\data\ranking\pdfs\v1-2\10-14691_CPPJ-24-3-627.pdf
3975,10-17431_882785,388,391,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.17431/882785,Effects of Auditory Stimulation Therapy (SPS-S) in childrenwith auditory attention deficits and central auditoryprocessing disorder,2020,Nowa Audiofonologia,Agnieszka_Patrycja_Pluta_34,False,8.0,False,D:\data\ranking\pdfs\v1-2\10-17431_882785.pdf
3976,10-17431_890042,386,389,Agnieszka Patrycja Pluta,https://orcid.org/0000-0002-4684-1919,https://doi.org/10.17431/890042,Altered pattern of resting bioelectrical activity in childrendiagnosed with dyslexia,2020,Nowa Audiofonologia,Agnieszka_Patrycja_Pluta_32,False,8.0,False,D:\data\ranking\pdfs\v1-2\10-17431_890042.pdf
3990,10-18564_jasss-4178,442,442,Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,https://doi.org/10.18564/jasss.4178,"Emergence of small-world networks in an overlapping-generations model of social dynamics, trust and economic performance",2020,JASSS,Katarzyna_Growiec_3,False,26.0,False,D:\data\ranking\pdfs\v1-2\10-18564_jasss-4178.pdf
3992,10-21307_ane-2021-012,66,66,Marek Henryk Binder,https://orcid.org/0000-0002-2066-6198,https://doi.org/10.21307/ane-2021-012,Brain activity underlying response induced by SNARC-congruent and SNARC-incongruent stimuli,2021,Acta Neurobiologiae Experimentalis,Marek_Henryk_Binder_21,False,20.0,True,D:\data\ranking\pdfs\v1-2\10-21307_ane-2021-012.pdf
3993,10-21307_ane-2021-017,9,9,Artur Daren,https://orcid.org/0000-0003-1851-9911,https://doi.org/10.21307/ane-2021-017,The neural substrates of diminished humor comprehension in schizophrenia and its relationship with psychopathology,2021-05,Acta Neurobiologiae Experimentalis,Artur_Daren_1,False,10.0,True,D:\data\ranking\pdfs\v1-2\10-21307_ane-2021-017.pdf
3996,10-2196_21445,208,208,Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/21445,Resource-Based Internet Intervention (Med-Stress) to Improve Well-Being Among Medical Professionals: Randomized Controlled Trial,2021-01-11,Journal of Medical Internet Research,Roman_Sławomir_Cieślak_2,False,51.0,True,D:\data\ranking\pdfs\v1-2\10-2196_21445.pdf
4014,10-26417_ejes-v4i2-p35-40,202,202,Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.26417/ejes.v4i2.p35-40,Occupational Burnout as a Consequence of Workaholism – An Outline of the Problem Based on Studies of Polish Women Running Their Own Business Activity,2018-07,European Journal of Economics and Business Studies,Agata_Chudzicka-Czupała_17,False,8.0,True,D:\data\ranking\pdfs\v1-2\10-26417_ejes-v4i2-p35-40.pdf
4057,10-36921_kos-2020_2626,521,521,Natalia Kowalczyk-Grębska,https://orcid.org/0000-0002-2294-5529,https://doi.org/10.36921/kos.2020_2626,Gry wideo a zmiany strukturalne mózgu,2020-04-11,Kosmos,Natalia_Kowalczyk-Grębska_3,False,9.0,False,D:\data\ranking\pdfs\v1-2\10-36921_kos-2020_2626.pdf
